"author_name","category","per_curiam","case_name","date_filed","federal_cite_one","year_filed","scdb_id","stingsAsFactors"
"justice scalia","concurring",FALSE,"44 Liquormart, Inc. v. Rhode Island",1996-05-13,"517 U.S. 484",1996,"1995-049",FALSE
"justice marshall","majority",FALSE,"Weaver v. Graham",1981-02-24,"450 U.S. 24",1981,"1980-038",FALSE
"justice blackmun","concurring",FALSE,"Weaver v. Graham",1981-02-24,"450 U.S. 24",1981,"1980-038",FALSE
"justice scalia","majority",FALSE,"MCI Telecommunications Corp. v. American Telephone & Telegraph Co.",1994-06-17,"512 U.S. 218",1994,"1993-076",FALSE
"justice stevens","dissenting",FALSE,"MCI Telecommunications Corp. v. American Telephone & Telegraph Co.",1994-06-17,"512 U.S. 218",1994,"1993-076",FALSE
"justice white","majority",FALSE,"California v. Cabazon Band of Mission Indians",1987-02-25,"480 U.S. 202",1987,"1986-041",FALSE
"justice stevens","dissenting",FALSE,"California v. Cabazon Band of Mission Indians",1987-02-25,"480 U.S. 202",1987,"1986-041",FALSE
"justice brennan","majority",FALSE,"Honig v. Doe",1988-01-20,"484 U.S. 305",1988,"1987-022",FALSE
"justice rehnquist","concurring",FALSE,"Honig v. Doe",1988-01-20,"484 U.S. 305",1988,"1987-022",FALSE
"justice scalia","dissenting",FALSE,"Honig v. Doe",1988-01-20,"484 U.S. 305",1988,"1987-022",FALSE
"justice white","majority",FALSE,"American Tobacco Co. v. Patterson",1982-04-05,"456 U.S. 63",1982,"1981-074",FALSE
"justice brennan","dissenting",FALSE,"American Tobacco Co. v. Patterson",1982-04-05,"456 U.S. 63",1982,"1981-074",FALSE
"justice stevens","second_dissenting",FALSE,"American Tobacco Co. v. Patterson",1982-04-05,"456 U.S. 63",1982,"1981-074",FALSE
"justice o'connor","majority",FALSE,"Tafflin v. Levitt",1990-03-19,"493 U.S. 455",1990,"1989-025",FALSE
"justice white","concurring",FALSE,"Tafflin v. Levitt",1990-03-19,"493 U.S. 455",1990,"1989-025",FALSE
"justice scalia","majority",FALSE,"Ylst v. Nunnemaker",1991-06-24,"501 U.S. 797",1991,"1990-124",FALSE
"justice white","concurring",FALSE,"Ylst v. Nunnemaker",1991-06-24,"501 U.S. 797",1991,"1990-124",FALSE
"justice blackmun","dissenting",FALSE,"Ylst v. Nunnemaker",1991-06-24,"501 U.S. 797",1991,"1990-124",FALSE
"justice rehnquist","majority",FALSE,"Volt Info. Sciences, Inc. v. Bd. of Trustees of Leland Stanford Jr. U.",1989-03-06,"489 U.S. 468",1989,"1988-047",FALSE
"justice brennan","dissenting",FALSE,"Volt Info. Sciences, Inc. v. Bd. of Trustees of Leland Stanford Jr. U.",1989-03-06,"489 U.S. 468",1989,"1988-047",FALSE
"justice sotomayor","majority",FALSE,"Honeycutt v. United States",2017-06-05,"198 L. Ed. 2d 73",2017,"2016-062",FALSE
"justice scalia","majority",FALSE,"United States v. Gonzalez-Lopez",2006-06-26,"548 U.S. 140",2006,"2005-078",FALSE
"justice alito","dissenting",FALSE,"United States v. Gonzalez-Lopez",2006-06-26,"548 U.S. 140",2006,"2005-078",FALSE
"justice o'connor","majority",FALSE,"Beecham v. United States",1994-05-16,"511 U.S. 368",1994,"1993-046",FALSE
"justice breyer","majority",FALSE,"Qualitex Co. v. Jacobson Products Co.",1995-03-28,"514 U.S. 159",1995,"1994-037",FALSE
"justice thomas","majority",FALSE,"Bridge v. Phoenix Bond & Indem. Co.",2008-06-09,"553 U.S. 639",2008,"2007-049",FALSE
"justice scalia","majority",FALSE,"Vernonia School Dist. 47J v. Acton",1995-06-26,"515 U.S. 646",1995,"1994-087",FALSE
"justice ginsburg","concurring",FALSE,"Vernonia School Dist. 47J v. Acton",1995-06-26,"515 U.S. 646",1995,"1994-087",FALSE
"justice o'connor","dissenting",FALSE,"Vernonia School Dist. 47J v. Acton",1995-06-26,"515 U.S. 646",1995,"1994-087",FALSE
"justice breyer","majority",FALSE,"Reynolds v. United States",2012-01-23,"132 S. Ct. 975",2012,"2011-017",FALSE
"justice scalia","dissenting",FALSE,"Reynolds v. United States",2012-01-23,"132 S. Ct. 975",2012,"2011-017",FALSE
"justice douglas","dissenting",TRUE,"Piccirillo v. New York",1971-01-25,"400 U.S. 548",1971,"1970-031",FALSE
"justice brennan","second_dissenting",TRUE,"Piccirillo v. New York",1971-01-25,"400 U.S. 548",1971,"1970-031",FALSE
"justice breyer","majority",FALSE,"United States v. Fior D'Italia, Inc.",2002-06-17,"536 U.S. 238",2002,"2001-067",FALSE
"justice souter","dissenting",FALSE,"United States v. Fior D'Italia, Inc.",2002-06-17,"536 U.S. 238",2002,"2001-067",FALSE
"justice o'connor","majority",FALSE,"California v. Ramos",1983-07-06,"463 U.S. 992",1983,"1982-162",FALSE
"justice marshall","dissenting",FALSE,"California v. Ramos",1983-07-06,"463 U.S. 992",1983,"1982-162",FALSE
"justice blackmun","second_dissenting",FALSE,"California v. Ramos",1983-07-06,"463 U.S. 992",1983,"1982-162",FALSE
"justice ginsburg","majority",FALSE,"Howard Delivery Service, Inc. v. Zurich American Ins. Co.",2006-06-15,"547 U.S. 651",2006,"2005-067",FALSE
"justice kennedy","dissenting",FALSE,"Howard Delivery Service, Inc. v. Zurich American Ins. Co.",2006-06-15,"547 U.S. 651",2006,"2005-067",FALSE
"justice breyer","majority",FALSE,"Eastern Associated Coal Corp. v. Mine Workers",2000-11-28,"531 U.S. 57",2000,"2000-006",FALSE
"justice scalia","concurring",FALSE,"Eastern Associated Coal Corp. v. Mine Workers",2000-11-28,"531 U.S. 57",2000,"2000-006",FALSE
"justice sotomayor","majority",FALSE,"McLane Co. v. EEOC",2017-04-03,"197 L. Ed. 2d 500",2017,"2016-044",FALSE
"justice stewart","majority",FALSE,"Pell v. Procunier",1974-06-24,"417 U.S. 817",1974,"1973-151",FALSE
"justice douglas","dissenting",FALSE,"Pell v. Procunier",1974-06-24,"417 U.S. 817",1974,"1973-151",FALSE
"justice stevens","majority",FALSE,"Hardin v. Straub",1989-05-22,"490 U.S. 536",1989,"1988-092",FALSE
"justice brennan","majority",FALSE,"Busic v. United States",1980-05-19,"446 U.S. 398",1980,"1979-085",FALSE
"justice blackmun","concurring",FALSE,"Busic v. United States",1980-05-19,"446 U.S. 398",1980,"1979-085",FALSE
"justice stewart","dissenting",FALSE,"Busic v. United States",1980-05-19,"446 U.S. 398",1980,"1979-085",FALSE
"justice rehnquist","second_dissenting",FALSE,"Busic v. United States",1980-05-19,"446 U.S. 398",1980,"1979-085",FALSE
"justice brennan","majority",FALSE,"Walsh v. Schlecht",1977-01-18,"429 U.S. 401",1977,"1976-038",FALSE
"justice white","dissenting",FALSE,"Walsh v. Schlecht",1977-01-18,"429 U.S. 401",1977,"1976-038",FALSE
"justice white","majority",FALSE,"Baxter v. Palmigiano",1976-04-20,"425 U.S. 308",1976,"1975-077",FALSE
"justice ginsburg","majority",FALSE,"City of Sherrill v. Oneida Indian Nation of NY",2005-03-29,"544 U.S. 197",2005,"2004-034",FALSE
"justice souter","concurring",FALSE,"City of Sherrill v. Oneida Indian Nation of NY",2005-03-29,"544 U.S. 197",2005,"2004-034",FALSE
"justice stevens","dissenting",FALSE,"City of Sherrill v. Oneida Indian Nation of NY",2005-03-29,"544 U.S. 197",2005,"2004-034",FALSE
"justice rehnquist","majority",FALSE,"Barnes v. Glen Theatre, Inc.",1991-06-21,"501 U.S. 560",1991,"1990-117",FALSE
"justice scalia","concurring",FALSE,"Barnes v. Glen Theatre, Inc.",1991-06-21,"501 U.S. 560",1991,"1990-117",FALSE
"justice white","dissenting",FALSE,"Barnes v. Glen Theatre, Inc.",1991-06-21,"501 U.S. 560",1991,"1990-117",FALSE
"justice stevens","majority",FALSE,"Clinton v. City of New York",1998-06-25,"524 U.S. 417",1998,"1997-095",FALSE
"justice kennedy","concurring",FALSE,"Clinton v. City of New York",1998-06-25,"524 U.S. 417",1998,"1997-095",FALSE
"justice breyer","dissenting",FALSE,"Clinton v. City of New York",1998-06-25,"524 U.S. 417",1998,"1997-095",FALSE
"justice kennedy","majority",FALSE,"Frew v. Hawkins",2004-01-14,"540 U.S. 431",2004,"2003-024",FALSE
"justice marshall","majority",FALSE,"Department of Justice v. Tax Analysts",1989-06-23,"492 U.S. 136",1989,"1988-140",FALSE
"justice blackmun","dissenting",FALSE,"Department of Justice v. Tax Analysts",1989-06-23,"492 U.S. 136",1989,"1988-140",FALSE
"justice white","majority",FALSE,"Codispoti v. Pennsylvania",1974-06-26,"418 U.S. 506",1974,"1973-167",FALSE
"justice blackmun","dissenting",FALSE,"Codispoti v. Pennsylvania",1974-06-26,"418 U.S. 506",1974,"1973-167",FALSE
"justice rehnquist","second_dissenting",FALSE,"Codispoti v. Pennsylvania",1974-06-26,"418 U.S. 506",1974,"1973-167",FALSE
"justice souter","majority",FALSE,"American Nat. Red Cross v. SG",1992-06-19,"505 U.S. 247",1992,"1991-101",FALSE
"justice scalia","dissenting",FALSE,"American Nat. Red Cross v. SG",1992-06-19,"505 U.S. 247",1992,"1991-101",FALSE
"justice sotomayor","majority",FALSE,"Samsung Electronics Co. v. Apple Inc.",2016-12-06,"137 S. Ct. 429",2016,"2016-001",FALSE
"justice kennedy","majority",FALSE,"United States v. O’Brien",2010-05-24,"560 U.S. 218",2010,"2009-054",FALSE
"justice stevens","concurring",FALSE,"United States v. O’Brien",2010-05-24,"560 U.S. 218",2010,"2009-054",FALSE
"justice kennedy","majority",FALSE,"Leegin Creative Leather Products v. PSKS, Inc.",2007-06-28,"551 U.S. 877",2007,"2006-074",FALSE
"justice breyer","dissenting",FALSE,"Leegin Creative Leather Products v. PSKS, Inc.",2007-06-28,"551 U.S. 877",2007,"2006-074",FALSE
"justice scalia","majority",FALSE,"Lewis v. Casey",1996-06-24,"518 U.S. 343",1996,"1995-081",FALSE
"justice thomas","concurring",FALSE,"Lewis v. Casey",1996-06-24,"518 U.S. 343",1996,"1995-081",FALSE
"justice stevens","dissenting",FALSE,"Lewis v. Casey",1996-06-24,"518 U.S. 343",1996,"1995-081",FALSE
"justice marshall","majority",FALSE,"Steagald v. United States",1981-04-21,"451 U.S. 204",1981,"1980-075",FALSE
"justice rehnquist","dissenting",FALSE,"Steagald v. United States",1981-04-21,"451 U.S. 204",1981,"1980-075",FALSE
"justice rehnquist","majority",FALSE,"Michigan Dept. of State Police v. Sitz",1990-06-14,"496 U.S. 444",1990,"1989-109",FALSE
"justice blackmun","concurring",FALSE,"Michigan Dept. of State Police v. Sitz",1990-06-14,"496 U.S. 444",1990,"1989-109",FALSE
"justice brennan","dissenting",FALSE,"Michigan Dept. of State Police v. Sitz",1990-06-14,"496 U.S. 444",1990,"1989-109",FALSE
"justice stevens","second_dissenting",FALSE,"Michigan Dept. of State Police v. Sitz",1990-06-14,"496 U.S. 444",1990,"1989-109",FALSE
"justice thomas","majority",FALSE,"Director of Revenue of Mo. v. COBANK ACB",2001-02-20,"531 U.S. 316",2001,"2000-019",FALSE
"justice stevens","majority",FALSE,"Nevada v. Hall",1979-03-05,"440 U.S. 410",1979,"1978-054",FALSE
"justice blackmun","dissenting",FALSE,"Nevada v. Hall",1979-03-05,"440 U.S. 410",1979,"1978-054",FALSE
"justice sotomayor","majority",FALSE,"DePierre v. United States",2011-06-09,"131 S. Ct. 2225",2011,"2010-058",FALSE
"justice rehnquist","majority",FALSE,"Pennell v. San Jose",1988-02-24,"485 U.S. 1",1988,"1987-033",FALSE
"justice powell","majority",FALSE,"Burns v. Alcala",1975-03-18,"420 U.S. 575",1975,"1974-067",FALSE
"justice marshall","dissenting",FALSE,"Burns v. Alcala",1975-03-18,"420 U.S. 575",1975,"1974-067",FALSE
"justice rehnquist","majority",FALSE,"Delaware v. Van Arsdall",1986-04-07,"475 U.S. 673",1986,"1985-062",FALSE
"justice white","concurring",FALSE,"Delaware v. Van Arsdall",1986-04-07,"475 U.S. 673",1986,"1985-062",FALSE
"justice marshall","dissenting",FALSE,"Delaware v. Van Arsdall",1986-04-07,"475 U.S. 673",1986,"1985-062",FALSE
"justice stevens","second_dissenting",FALSE,"Delaware v. Van Arsdall",1986-04-07,"475 U.S. 673",1986,"1985-062",FALSE
"justice burger","majority",FALSE,"Reed v. Reed",1971-11-22,"404 U.S. 71",1971,"1971-014",FALSE
"justice brennan","majority",FALSE,"In Re WINSHIP",1970-05-18,"397 U.S. 358",1970,"1969-069",FALSE
"justice harlan","concurring",FALSE,"In Re WINSHIP",1970-05-18,"397 U.S. 358",1970,"1969-069",FALSE
"justice burger","dissenting",FALSE,"In Re WINSHIP",1970-05-18,"397 U.S. 358",1970,"1969-069",FALSE
"justice black","second_dissenting",FALSE,"In Re WINSHIP",1970-05-18,"397 U.S. 358",1970,"1969-069",FALSE
"justice powell","majority",FALSE,"Kastigar v. United States",1972-06-26,"406 U.S. 441",1972,"1971-113",FALSE
"justice douglas","dissenting",FALSE,"Kastigar v. United States",1972-06-26,"406 U.S. 441",1972,"1971-113",FALSE
"justice marshall","second_dissenting",FALSE,"Kastigar v. United States",1972-06-26,"406 U.S. 441",1972,"1971-113",FALSE
"justice blackmun","majority",FALSE,"Mattz v. Arnett",1973-06-11,"412 U.S. 481",1973,"1972-139",FALSE
"justice kagan","majority",FALSE,"Judulang v. Holder",2011-12-12,"132 S. Ct. 476",2011,"2011-013",FALSE
"justice marshall","majority",FALSE,"Northeast Marine Terminal Co. v. Caputo",1977-06-17,"432 U.S. 249",1977,"1976-146",FALSE
"justice stevens","majority",FALSE,"Camps Newfound/Owatonna, Inc. v. Town of Harrison",1997-05-19,"520 U.S. 564",1997,"1996-055",FALSE
"justice scalia","dissenting",FALSE,"Camps Newfound/Owatonna, Inc. v. Town of Harrison",1997-05-19,"520 U.S. 564",1997,"1996-055",FALSE
"justice thomas","second_dissenting",FALSE,"Camps Newfound/Owatonna, Inc. v. Town of Harrison",1997-05-19,"520 U.S. 564",1997,"1996-055",FALSE
"justice stevens","majority",FALSE,"Jones v. Helms",1981-06-15,"452 U.S. 412",1981,"1980-117",FALSE
"justice white","concurring",FALSE,"Jones v. Helms",1981-06-15,"452 U.S. 412",1981,"1980-117",FALSE
"justice burger","majority",FALSE,"National Independent Coal Operators' Assn. v. Kleppe",1976-01-26,"423 U.S. 388",1976,"1975-030",FALSE
"justice marshall","majority",FALSE,"Rush v. Savchuk",1980-01-21,"444 U.S. 320",1980,"1979-020",FALSE
"justice stevens","dissenting",FALSE,"Rush v. Savchuk",1980-01-21,"444 U.S. 320",1980,"1979-020",FALSE
"justice white","majority",FALSE,"Wooddell v. Electrical Workers",1991-12-04,"502 U.S. 93",1991,"1991-009",FALSE
"justice marshall","majority",FALSE,"Austin v. Michigan Chamber of Commerce",1990-03-27,"494 U.S. 652",1990,"1989-055",FALSE
"justice brennan","concurring",FALSE,"Austin v. Michigan Chamber of Commerce",1990-03-27,"494 U.S. 652",1990,"1989-055",FALSE
"justice scalia","dissenting",FALSE,"Austin v. Michigan Chamber of Commerce",1990-03-27,"494 U.S. 652",1990,"1989-055",FALSE
"justice kennedy","second_dissenting",FALSE,"Austin v. Michigan Chamber of Commerce",1990-03-27,"494 U.S. 652",1990,"1989-055",FALSE
"justice souter","majority",FALSE,"Central Laborers' Pension Fund v. Heinz",2004-06-07,"541 U.S. 739",2004,"2003-066",FALSE
"justice breyer","concurring",FALSE,"Central Laborers' Pension Fund v. Heinz",2004-06-07,"541 U.S. 739",2004,"2003-066",FALSE
"justice o'connor","majority",FALSE,"Harris v. Alabama",1995-02-22,"513 U.S. 504",1995,"1994-025",FALSE
"justice stevens","dissenting",FALSE,"Harris v. Alabama",1995-02-22,"513 U.S. 504",1995,"1994-025",FALSE
"justice rehnquist","majority",FALSE,"NLRB v. Boeing Co.",1973-05-21,"412 U.S. 67",1973,"1972-122",FALSE
"justice burger","dissenting",FALSE,"NLRB v. Boeing Co.",1973-05-21,"412 U.S. 67",1973,"1972-122",FALSE
"justice douglas","second_dissenting",FALSE,"NLRB v. Boeing Co.",1973-05-21,"412 U.S. 67",1973,"1972-122",FALSE
"justice kagan","majority",FALSE,"Omnicare, Inc. v. Laborers Dist. Council Constr. Industry Pension Fund",2015-03-24,"135 S. Ct. 1318",2015,"2014-012",FALSE
"justice thomas","concurring",FALSE,"Omnicare, Inc. v. Laborers Dist. Council Constr. Industry Pension Fund",2015-03-24,"135 S. Ct. 1318",2015,"2014-012",FALSE
"justice breyer","majority",FALSE,"Reynoldsville Casket Co. v. Hyde",1995-05-15,"514 U.S. 749",1995,"1994-057",FALSE
"justice scalia","concurring",FALSE,"Reynoldsville Casket Co. v. Hyde",1995-05-15,"514 U.S. 749",1995,"1994-057",FALSE
"justice stevens","majority",FALSE,"Johnson v. California",2005-06-13,"545 U.S. 162",2005,"2004-057",FALSE
"justice breyer","concurring",FALSE,"Johnson v. California",2005-06-13,"545 U.S. 162",2005,"2004-057",FALSE
"justice thomas","dissenting",FALSE,"Johnson v. California",2005-06-13,"545 U.S. 162",2005,"2004-057",FALSE
"justice scalia","majority",FALSE,"Wallace v. Kato",2007-02-21,"127 S. Ct. 1091",2007,NA,FALSE
"justice stevens","concurring",FALSE,"Wallace v. Kato",2007-02-21,"127 S. Ct. 1091",2007,NA,FALSE
"justice breyer","dissenting",FALSE,"Wallace v. Kato",2007-02-21,"127 S. Ct. 1091",2007,NA,FALSE
"justice souter","majority",FALSE,"Johnson v. De Grandy",1994-06-30,"512 U.S. 997",1994,"1993-096",FALSE
"justice o'connor","concurring",FALSE,"Johnson v. De Grandy",1994-06-30,"512 U.S. 997",1994,"1993-096",FALSE
"justice thomas","dissenting",FALSE,"Johnson v. De Grandy",1994-06-30,"512 U.S. 997",1994,"1993-096",FALSE
"justice blackmun","majority",FALSE,"Baldwin v. Fish and Game Comm'n of Mont.",1978-05-23,"436 U.S. 371",1978,"1977-090",FALSE
"justice burger","concurring",FALSE,"Baldwin v. Fish and Game Comm'n of Mont.",1978-05-23,"436 U.S. 371",1978,"1977-090",FALSE
"justice brennan","dissenting",FALSE,"Baldwin v. Fish and Game Comm'n of Mont.",1978-05-23,"436 U.S. 371",1978,"1977-090",FALSE
"justice blackmun","majority",FALSE,"Relford v. Commandant, US Disciplinary Barracks, Fort Leavenworth",1971-02-24,"401 U.S. 355",1971,"1970-052",FALSE
"justice ginsburg","majority",FALSE,"UNUM Life Ins. Co. of America v. Ward",1999-04-20,"526 U.S. 358",1999,"1998-046",FALSE
"justice brennan","concurring",TRUE,"Selvage v. Collins",1990-02-21,"494 U.S. 108",1990,"1989-033",FALSE
"justice powell","majority",FALSE,"Doyle v. Ohio",1976-06-17,"426 U.S. 610",1976,"1975-135",FALSE
"justice stevens","dissenting",FALSE,"Doyle v. Ohio",1976-06-17,"426 U.S. 610",1976,"1975-135",FALSE
"justice brennan","majority",FALSE,"Louisiana Pub. Serv. Comm'n v. FCC",1986-05-27,"476 U.S. 355",1986,"1985-088",FALSE
"justice burger","majority",FALSE,"Chappell v. Wallace",1983-06-13,"462 U.S. 296",1983,"1982-104",FALSE
"justice scalia","majority",FALSE,"Jama v. Immigration and Customs Enforcement",2005-01-12,"543 U.S. 335",2005,"2004-015",FALSE
"justice souter","dissenting",FALSE,"Jama v. Immigration and Customs Enforcement",2005-01-12,"543 U.S. 335",2005,"2004-015",FALSE
"justice stevens","majority",FALSE,"Cooper v. Federal Reserve Bank of Richmond",1984-06-25,"467 U.S. 867",1984,"1983-135",FALSE
"justice white","majority",FALSE,"Renegotiation Bd. v. Grumman Aircraft Engineering Corp.",1975-04-28,"421 U.S. 168",1975,"1974-087",FALSE
"justice rehnquist","majority",FALSE,"Valley Forge Christian College v. Americans United for Separation of Church and State, Inc.",1982-01-12,"454 U.S. 464",1982,"1981-026",FALSE
"justice brennan","dissenting",FALSE,"Valley Forge Christian College v. Americans United for Separation of Church and State, Inc.",1982-01-12,"454 U.S. 464",1982,"1981-026",FALSE
"justice stevens","second_dissenting",FALSE,"Valley Forge Christian College v. Americans United for Separation of Church and State, Inc.",1982-01-12,"454 U.S. 464",1982,"1981-026",FALSE
"justice stevens","majority",FALSE,"Calcano-Martinez v. INS",2001-06-25,"533 U.S. 348",2001,"2000-079",FALSE
"justice o'connor","dissenting",FALSE,"Calcano-Martinez v. INS",2001-06-25,"533 U.S. 348",2001,"2000-079",FALSE
"justice scalia","second_dissenting",FALSE,"Calcano-Martinez v. INS",2001-06-25,"533 U.S. 348",2001,"2000-079",FALSE
"justice brennan","majority",FALSE,"Hughes v. Oklahoma",1979-04-24,"441 U.S. 322",1979,"1978-080",FALSE
"justice rehnquist","dissenting",FALSE,"Hughes v. Oklahoma",1979-04-24,"441 U.S. 322",1979,"1978-080",FALSE
"justice rehnquist","majority",FALSE,"United States v. Maze",1974-01-08,"414 U.S. 395",1974,"1973-031",FALSE
"justice burger","dissenting",FALSE,"United States v. Maze",1974-01-08,"414 U.S. 395",1974,"1973-031",FALSE
"justice white","second_dissenting",FALSE,"United States v. Maze",1974-01-08,"414 U.S. 395",1974,"1973-031",FALSE
"justice breyer","majority",FALSE,"Ministry of Defense and Support for Armed Forces of Islamic Republic of Iran v. Elahi",2009-04-21,"556 U.S. 366",2009,"2008-045",FALSE
"justice scalia","majority",FALSE,"Maryland v. Shatzer",2010-02-24,"559 U.S. 98",2010,"2009-022",FALSE
"justice stevens","concurring",FALSE,"Maryland v. Shatzer",2010-02-24,"559 U.S. 98",2010,"2009-022",FALSE
"justice marshall","majority",FALSE,"Karl J. Kirchberg v. Joan Paillot Feenstra",1981-03-23,"450 U.S. 455",1981,"1980-058",FALSE
